Player Name,Position,Team,League,Minutes,Passes attempted,xPass Rating,Average pass difficulty
Sinisa Andjelkovic,Def,Palermo,Serie A,1929.6833333333327,621,1.0299869144011229,87.86441223832533
Michel Morganella,Mid,Palermo,Serie A,680.3,234,1.0164034592968596,72.73846153846159
Robin Quaison,FW,Palermo,Serie A,1145.85,242,0.9080658198038176,82.82066115702483
Ivaylo Chochev,Mid,Palermo,Serie A,2410.85,756,1.0014961745880948,87.17116402116419
Roberto Vitiello,Def,Palermo,Serie A,381.51666666666665,152,1.0487110878064207,85.3177631578947
Alessandro Gazzi,Mid,Palermo,Serie A,2048.866666666667,903,1.0143878715026915,90.28460686600228
Oscar Hiljemark,Mid,Palermo,Serie A,1112.2333333333333,500,0.9986423985825721,86.918
Giuseppe Pezzella,Def,Palermo,Serie A,847.0333333333333,261,0.9624796084828712,70.45977011494251
Mato Jajalo,Mid,Palermo,Serie A,1932.2,843,1.0069542342772777,85.40842230130487
Aleksandar Trajkovski,FW,Palermo,Serie A,468.5,107,0.9234858211140394,82.98504672897195
Andrea Rispoli,Mid,Palermo,Serie A,2834.066666666666,1178,1.0001245849798734,73.92966893039053
Alessandro Diamanti,FW,Palermo,Serie A,1795.7166666666665,808,0.9532626181867612,76.47004950495054
Bruno Henrique,Mid,Palermo,Serie A,2340.116666666667,1062,1.0034406866210126,84.45517890772138
Edoardo Goldaniga,Def,Palermo,Serie A,2442.65,799,1.0016053551054782,80.84643304130162
Ilija Nestorovski,FW,Palermo,Serie A,3261.5000000000005,607,0.916727029313672,83.92438220757825
Roland Sallai,FW,Palermo,Serie A,989.2833333333336,279,0.9909352421728652,85.7232974910395
Thiago Cionek,Def,Palermo,Serie A,2459.0333333333333,1000,1.0142792665446545,80.64840000000008
Norbert Balogh,FW,Palermo,Serie A,549.35,122,0.932238502391804,87.04590163934425
Haitam Aleesami,Mid,Palermo,Serie A,2789.333333333333,1011,0.9708399443832654,76.61592482690402
Carlos Embalo,FW,Palermo,Serie A,654.1333333333333,176,0.9459785846550204,84.68863636363632
Roberto Gagliardini,Mid,Atalanta,Serie A,829.4999999999999,370,1.016643284901147,87.4632432432433
Josip Ilicic,FW,Atalanta,Serie A,2116.816666666666,921,1.0124083891412805,80.75689467969606
Robin Gosens,Mid,Atalanta,Serie A,1501.1,624,1.0107147920844215,79.12019230769236
Marten de Roon,Mid,Atalanta,Serie A,2782.583333333333,1470,1.023071872948384,87.03945578231303
Andrea Petagna,FW,Atalanta,Serie A,4424.6500000000015,1088,1.0048999796835412,84.14650735294141
Bryan Cristante,FW,Atalanta,Serie A,3680.566666666666,1641,1.009553881492529,81.79018890920185
Jasmin Kurtic,FW,Atalanta,Serie A,3572.950000000001,1351,1.004166109524893,84.69526276831998
Hans Hateboer,Mid,Atalanta,Serie A,2856.6666666666674,1049,1.005650181592023,81.23784556720707
Abdoulay Konko,Def,Atalanta,Serie A,596.1833333333334,296,0.9826042652303658,83.547972972973
Andreas Cornelius,FW,Atalanta,Serie A,980.55,206,0.9460952326997706,85.68689320388349
José Luis Palomino,Def,Atalanta,Serie A,2111.2166666666667,960,1.006833641313093,86.07843750000018
Boukary Dramé,Mid,Atalanta,Serie A,628.8000000000002,236,0.9994923213605788,80.12542372881356
Alejandro Gomez,FW,Atalanta,Serie A,6165.383333333332,2374,1.0301314875914145,74.38053917438945
Marco D'Alessandro,Mid,Atalanta,Serie A,848.2333333333332,310,0.9868999755420448,75.17838709677414
Cristian Raimondi,Def,Atalanta,Serie A,366.0166666666667,156,1.0858025287134443,79.70000000000002
Timothy Castagne,Mid,Atalanta,Serie A,1596.666666666667,736,1.0158370663957759,81.58831521739135
Rafael Toloi,Def,Atalanta,Serie A,5424.733333333334,2697,1.016137861767247,81.95513533555805
Remo Freuler,Mid,Atalanta,Serie A,5953.633333333332,3236,1.02407131029713,87.75173053152028
Andrea Conti,Mid,Atalanta,Serie A,2800.4833333333336,1119,0.9972812752507622,78.85603217158202
Ervin Zukanovic,Def,Atalanta,Serie A,1470.8833333333334,703,1.0316368638239335,84.38577524893317
Leonardo Spinazzola,Mid,Atalanta,Serie A,4222.083333333334,1987,1.0078928953584474,77.74569703069969
Alberto Grassi,Mid,Atalanta,Serie A,765.7666666666668,286,0.9932932516625541,86.59475524475532
Franck Kessié,Mid,Atalanta,Serie A,2346.4000000000005,1181,0.9869108107813812,85.5396274343777
Mattia Caldara,Def,Atalanta,Serie A,5089.233333333334,1647,0.9949608721714771,88.72884031572566
Andrea Masiello,Def,Atalanta,Serie A,5973.616666666668,2936,1.0320911374427886,83.45929836512266
Gianluca Mancini,Def,Atalanta,Serie A,734.3833333333333,278,0.9785396139829946,85.28345323740999
Musa Barrow,FW,Atalanta,Serie A,473.98333333333335,110,1.0312503620963351,78.45727272727272
Panagiotis Kone,Mid,Udinese,Serie A,321.46666666666664,107,1.0181202525853394,81.6971962616822
Valon Behrami,Mid,Udinese,Serie A,1470.4,412,1.021251625680246,86.03567961165055
Maxi López,FW,Udinese,Serie A,1776.8500000000006,259,0.9392918393764226,82.62200772200771
Stipe Perica,FW,Udinese,Serie A,2196.2833333333333,273,0.9952692944599494,86.48974358974364
Gabriele Angella,Def,Udinese,Serie A,2038.9333333333332,730,1.0160899881808387,84.26068493150706
Danilo,Def,Udinese,Serie A,6334.9333333333325,2278,1.0012741023111182,80.93287971905201
Thomas Heurtaux,Def,Udinese,Serie A,536.2666666666668,173,1.0131172016636452,75.88323699421964
Emmanuel Badu,Mid,Udinese,Serie A,2157.9500000000007,558,0.994998878721176,82.31129032258066
Silvan Widmer,Def,Udinese,Serie A,4361.866666666667,1553,1.0100879294492413,74.58564069542834
Rodrigo de Paul,FW,Udinese,Serie A,4871.6,1676,0.9809993853132822,76.39182577565641
Duván Zapata,FW,Udinese,Serie A,3292.25,404,0.9409846316060484,80.75594059405947
Marco Faraoni,Def,Udinese,Serie A,316.18333333333334,140,1.0049000842201974,74.63428571428572
Emil Hallfredsson,Mid,Udinese,Serie A,2908.15,1221,1.0001490788249556,86.80114660114671
Ryder Matos,FW,Udinese,Serie A,798.8000000000003,213,0.9950782357918314,78.79154929577471
Sven Kums,Mid,Udinese,Serie A,1930.1333333333332,946,1.005606373561521,89.56131078224115
Giuseppe Pezzella,Mid,Udinese,Serie A,955.8666666666667,290,0.9758770875597312,71.73034482758615
Molla Wagué,Def,Udinese,Serie A,628.5166666666664,207,1.0253796275441869,81.50628019323666
Ali Adnan,Mid,Udinese,Serie A,2709.883333333334,827,1.0040783348726945,72.1362756952843
Cyril Théréau,FW,Udinese,Serie A,2787.9,882,0.9770421362553536,86.33582766439919
Samir,Def,Udinese,Serie A,4615.833333333333,1658,1.0149628697000412,82.77828709288315
Andrija Balic,Mid,Udinese,Serie A,1409.2333333333331,551,1.0012987557082391,86.63883847549923
Felipe,Def,Udinese,Serie A,2983.9499999999994,1001,1.0502168189561698,82.56703296703309
Bram Nuytinck,Def,Udinese,Serie A,2508.483333333333,1024,1.017977528089887,86.91406250000004
Jens Stryger Larsen,Def,Udinese,Serie A,2693.766666666667,991,1.0237242280177523,82.50282542885988
Antonin Barak,Mid,Udinese,Serie A,2885.5333333333333,976,1.0020758167350363,82.922131147541
Jakub Jankto,Mid,Udinese,Serie A,4825.200000000002,1681,0.9844771210989898,78.796014277216
Kevin Lasagna,FW,Udinese,Serie A,2253.566666666667,303,0.8970546704985294,79.4679867986799
Seko Fofana,Mid,Udinese,Serie A,3861.183333333333,1539,0.9907028635180372,87.36192332683555
Francesco Zampano,Mid,Udinese,Serie A,444.3,113,1.1064184165129969,74.38495575221242
Sebastien De Maio,Def,Fiorentina,Serie A,573.0833333333334,327,1.0307202413660108,89.60214067278294
Borja Valero,FW,Fiorentina,Serie A,2834.883333333333,1663,1.02701459182332,87.82585688514737
Matías Vecino,Mid,Fiorentina,Serie A,2499.55,1639,1.0320915981293344,88.91000610128124
Gonzalo Rodríguez,Def,Fiorentina,Serie A,2287.933333333333,1256,1.0283586099556208,85.93869426751611
Carlos Sánchez,Def,Fiorentina,Serie A,2717.883333333333,1556,1.0328264602672874,87.79910025706967
Davide Astori,Def,Fiorentina,Serie A,5550.533333333333,3191,1.0193829486834758,85.43274835474786
Cristian Tello,Mid,Fiorentina,Serie A,2202.9999999999995,1032,0.9916718702524748,81.0040697674419
Hrvoje Milic,Mid,Fiorentina,Serie A,1276.3833333333334,621,1.022589195843876,80.3114331723028
Milan Badelj,Mid,Fiorentina,Serie A,5139.366666666667,3257,1.0168579413795626,85.23791832975128
Federico Bernardeschi,Mid,Fiorentina,Serie A,2396.6666666666665,764,1.0094715643114005,77.92683246073304
Josip Ilicic,FW,Fiorentina,Serie A,1955.9833333333331,858,0.9967016664506168,80.91958041958057
Khouma Babacar,FW,Fiorentina,Serie A,1920.0166666666667,294,1.011951426331535,85.03809523809532
Nikola Kalinic,FW,Fiorentina,Serie A,2645.0333333333333,494,0.9621589366293438,87.52246963562759
Riccardo Saponara,Mid,Fiorentina,Serie A,1417.7166666666665,578,1.0310701559116136,80.20692041522484
Federico Chiesa,Mid,Fiorentina,Serie A,4823.983333333334,1517,1.011994737968389,77.31911667765327
Carlos Salcedo,Def,Fiorentina,Serie A,1428.3,901,1.0283133303466379,84.72652608213109
Nenad Tomovic,Def,Fiorentina,Serie A,2072.65,1196,1.0546942163757316,83.39845317725755
Sebastián Cristóforo,Mid,Fiorentina,Serie A,1042.2166666666667,539,1.0257166326165246,88.08719851577
Maximiliano Olivera,Def,Fiorentina,Serie A,1636.966666666667,701,0.9986367234454232,77.8522111269616
Gil Dias,FW,Fiorentina,Serie A,1290.5166666666667,392,0.9909338782443852,82.89438775510203
Bruno Gaspar,Def,Fiorentina,Serie A,839.1166666666667,390,1.0889220331824232,77.70564102564109
Germán Pezzella,Def,Fiorentina,Serie A,3167.916666666666,1594,1.021159612378505,86.80809284818083
Marcos Alonso,Def,Fiorentina,Serie A,194.2333333333333,103,1.0226374750151073,83.54563106796115
Bryan Dabo,Mid,Fiorentina,Serie A,705.5333333333333,268,1.00963868396963,83.15373134328361
Jordan Veretout,Mid,Fiorentina,Serie A,3412.3666666666663,1792,1.0212748948246724,83.76478794642874
Cristiano Biraghi,Def,Fiorentina,Serie A,3170.1833333333325,1138,0.994524252670144,74.92697715289991
Marco Benassi,Mid,Fiorentina,Serie A,2932.1,1103,0.9638024922139318,80.89746146872176
Valentin Eysseric,FW,Fiorentina,Serie A,738.8166666666667,331,0.9858400871379241,81.82326283987925
Cyril Théréau,FW,Fiorentina,Serie A,1145.4666666666667,376,0.9902999809321116,86.47712765957452
Vitor Hugo,Def,Fiorentina,Serie A,1286.0499999999995,545,1.0204688009081757,89.54330275229363
Vincent Laurini,Def,Fiorentina,Serie A,1695.7666666666669,745,1.0565981446491737,75.58765100671143
Giovanni Simeone,FW,Fiorentina,Serie A,3170.05,390,0.9527702660210045,81.54358974358978
Nikola Milenkovic,Def,Fiorentina,Serie A,1354.0333333333335,600,1.0370166484784922,85.98383333333342
Nenad Tomovic,Def,Chievo,Serie A,2440.2166666666667,806,1.0330578512396684,84.1895781637718
Mariusz Stepinski,FW,Chievo,Serie A,795.8333333333333,120,1.0266433697594306,84.41749999999995
Emanuele Giaccherini,Mid,Chievo,Serie A,946.5833333333336,347,0.99202176138196,82.2121037463977
Jonathan de Guzmán,Mid,Chievo,Serie A,1461.35,704,0.9905534611996668,84.17585227272727
Riccardo Meggiorini,FW,Chievo,Serie A,2587.5166666666673,427,0.920147105946266,79.66346604215465
Mariano Izco,Mid,Chievo,Serie A,1222.9666666666667,549,1.0038951130385885,81.64918032786895
Lucas Castro,Mid,Chievo,Serie A,4990.433333333333,2161,0.980853980917206,81.2407681628876
Valter Birsa,Mid,Chievo,Serie A,5532.300000000001,2393,1.002352659027397,81.54655244463042
Fabrizio Cacciatore,Def,Chievo,Serie A,5690.35,2820,1.0426142993908116,74.45141843971662
Nicolás Spolli,Def,Chievo,Serie A,1699.0833333333335,507,1.0135479848081177,86.98717948717949
Antonio Floro Flores,FW,Chievo,Serie A,580.0666666666667,114,0.8972352634324465,84.07894736842105
Manuel Pucciarelli,FW,Chievo,Serie A,1449.9333333333334,330,0.9526721030592146,85.2466666666667
Bostjan Cesar,Def,Chievo,Serie A,2136.2333333333336,716,1.0209794283162397,86.31759776536327
Massimo Gobbi,Def,Chievo,Serie A,4932.4,2109,1.0503017662922192,72.77368421052635
Perparim Hetemaj,Mid,Chievo,Serie A,4550.6,1924,1.0160050908003044,82.00353430353437
Nicola Rigoni,Mid,Chievo,Serie A,1502.6833333333334,538,1.0272249390737354,80.15966542750931
Sergio Pellissier,FW,Chievo,Serie A,2477.733333333333,339,0.9263646955288648,82.79262536873159
Roberto Inglese,FW,Chievo,Serie A,4957.050000000001,638,0.9503552518441408,83.12351097178691
Alessandro Gamberini,Def,Chievo,Serie A,3615.900000000001,1003,1.0115538946505236,89.0015952143572
Nicolas Frey,Def,Chievo,Serie A,1248.4166666666667,477,1.0496923163112173,71.09999999999992
Dario Dainelli,Def,Chievo,Serie A,3901.4666666666662,1382,1.0235195901649563,81.30057887120111
Ivan Radovanovic,Mid,Chievo,Serie A,6403.950000000002,3084,1.0169119345178357,85.64623865110262
Samuel Bastien,Mid,Chievo,Serie A,2324.499999999999,604,1.0185795755791724,87.12301324503329
Fabio Depaoli,Mid,Chievo,Serie A,1694.95,416,0.969057457031723,71.44134615384617
Pawel Jaroszynski,Def,Chievo,Serie A,854.0333333333333,260,0.9764425916072708,65.78038461538466
Mattia Bani,Def,Chievo,Serie A,1397.7333333333331,549,1.00680295675294,84.12714025500922
Riccardo Saponara,Mid,Empoli,Serie A,1605.9333333333334,553,0.9893637785171204,80.60415913200728
Giuseppe Bellusci,Def,Empoli,Serie A,3147.366666666668,1258,1.0113216356811865,83.08163751987296
Andrea Costa,Def,Empoli,Serie A,2124.766666666667,993,1.02248852035574,80.86032225579063
Omar El Kaddouri,Mid,Empoli,Serie A,1300.9,505,1.0074118454238852,81.9667326732674
Manuel Pasqual,Def,Empoli,Serie A,2940.9166666666674,1504,1.0165532093515586,72.86303191489368
Frederic Veseli,Def,Empoli,Serie A,1253.6166666666668,434,1.0351306123921502,83.02788018433183
Uros Cosic,Def,Empoli,Serie A,1029.15,399,1.0357869129748938,79.1233082706767
Daniele Croce,Mid,Empoli,Serie A,3098.8500000000013,1166,1.021673183140844,83.18846483704992
Massimo Maccarone,FW,Empoli,Serie A,1594.8500000000006,297,0.8948508442541379,80.5205387205387
Manuel Pucciarelli,FW,Empoli,Serie A,2429.3,720,0.9551192422064241,84.63166666666666
Levan Mchedlidze,FW,Empoli,Serie A,996.65,168,0.9634317862165966,84.64285714285712
Marco Zambelli,Def,Empoli,Serie A,418.73333333333335,168,1.0030786799484577,77.14345238095235
Marcel Büchel,Mid,Empoli,Serie A,830.0,427,1.0048558832379553,84.83395784543322
Rade Krunic,Mid,Empoli,Serie A,2548.300000000001,914,0.9676516559648524,82.87789934354491
Assane Diousse,Mid,Empoli,Serie A,2553.9500000000007,1599,0.9977037203137016,88.13233270794248
José Mauri,Mid,Empoli,Serie A,912.6333333333333,538,1.0084155697654789,87.00018587360597
Guido Marilungo,FW,Empoli,Serie A,991.5166666666664,270,0.9499078732565134,77.59037037037037
Vincent Laurini,Def,Empoli,Serie A,1950.95,713,1.0281828010402347,76.7977559607294
Federico Barba,Def,Empoli,Serie A,832.3500000000001,393,1.0330977197633364,85.71272264631052
Mame Thiam,FW,Empoli,Serie A,931.8666666666667,199,0.9330721555202643,81.32211055276386
Andrés Tello,Mid,Empoli,Serie A,894.2666666666668,372,0.9540462443013428,84.81137992831546
Federico Dimarco,Def,Empoli,Serie A,702.9166666666667,341,0.9946412737576616,76.06744868035196
Martín Cáceres,Def,Verona,Serie A,1232.4166666666667,405,0.9621079982590428,75.45160493827161
Bruno Petkovic,FW,Verona,Serie A,982.85,170,0.9669553518876648,83.95058823529415
Giampaolo Pazzini,FW,Verona,Serie A,994.8,115,0.9514942552255452,84.99217391304347
Alessio Cerci,FW,Verona,Serie A,1686.083333333333,369,0.9226312872136888,75.78184281842822
Thomas Heurtaux,Def,Verona,Serie A,1497.0333333333335,439,0.9938996053949942,84.79977220956722
Bruno Zuculini,Mid,Verona,Serie A,1342.7,512,0.9854555716314214,87.20585937500003
Ryder Matos,FW,Verona,Serie A,1033.3666666666666,232,0.9905868047548171,82.23965517241378
Rômulo,Mid,Verona,Serie A,3316.85,1182,1.0029607143392327,79.03840947546541
Marcel Büchel,Mid,Verona,Serie A,1791.0666666666668,676,0.9661818898448,84.82115384615389
Samuel Souprayen,Def,Verona,Serie A,1702.4333333333332,627,1.0297353441280277,80.38484848484856
Daniele Verde,FW,Verona,Serie A,2057.9,537,0.9438140633568132,70.63538175046563
Jagos Vukovic,Def,Verona,Serie A,1412.1,408,1.0004789828558145,86.47818627450987
Mattia Valoti,Mid,Verona,Serie A,1650.4833333333331,434,0.9507834739641432,81.18456221198153
Mohamed Fares,Def,Verona,Serie A,2763.950000000001,833,0.9527989093706348,71.9432172869148
Alex Ferrari,Def,Verona,Serie A,2268.9500000000007,707,0.9984849945347026,77.76987270155601
Moise Kean,FW,Verona,Serie A,1201.1833333333334,163,0.983713258679606,82.9460122699386
Antonio Caracciolo,Def,Verona,Serie A,3034.8,821,0.9990905528831204,84.2422655298417
Marco Fossati,Mid,Verona,Serie A,1167.3666666666668,561,1.0092850023605937,84.95098039215688
Enrico Bearzotti,Def,Verona,Serie A,428.3,101,1.0218435650396795,74.6079207920792
Lee Seung-Woo,FW,Verona,Serie A,404.7166666666667,137,0.9687131823537116,83.63868613138683
Daniel Bessa,Mid,Verona,Serie A,1444.0166666666669,570,0.9805740333395168,86.05771929824564
Franco Zuculini,Mid,Verona,Serie A,363.83333333333337,147,0.9969294572716032,85.29591836734696
Simone Calvano,Mid,Verona,Serie A,667.0833333333334,192,0.9711841070023599,84.73333333333336
Andrea Danzi,Mid,Verona,Serie A,416.31666666666666,179,0.9916479834437902,90.70167597765364
Aleandro Rosi,Mid,Genoa,Serie A,1758.4833333333331,497,0.9604359731833328,74.5804828973843
Tomás Rincón,Mid,Genoa,Serie A,1364.4499999999996,684,1.0115345644601672,85.70730994152053
Nicolas Burdisso,Def,Genoa,Serie A,3210.5,1127,1.0023622549958504,83.38775510204079
Andrea Bertolacci,Mid,Genoa,Serie A,3021.366666666667,1384,1.0116197213700306,83.13800578034694
Isaac Cofie,Mid,Genoa,Serie A,1571.25,683,0.9829400715333344,85.35065885797958
Luca Rossettini,Def,Genoa,Serie A,2151.583333333333,829,1.0235356654112793,85.32593486127872
Iuri Medeiros,FW,Genoa,Serie A,681.3499999999998,222,0.9508935517891208,78.16261261261259
Ezequiel Muñoz,Def,Genoa,Serie A,2393.7833333333333,868,1.0184810468096577,85.40322580645172
Leonardo Pavoletti,FW,Genoa,Serie A,582.0166666666668,121,0.9625648063433976,86.71735537190082
Lucas Orban,Def,Genoa,Serie A,819.3999999999999,389,1.0353950573021615,83.17429305912603
Edenilson,Mid,Genoa,Serie A,941.6833333333334,465,1.0782939129850402,70.40193548387106
Armando Izzo,Def,Genoa,Serie A,4064.983333333333,1981,1.025499401638588,82.2539121655731
Oscar Hiljemark,Mid,Genoa,Serie A,2172.9666666666667,904,1.0401417674705282,83.27234513274344
Adel Taarabt,FW,Genoa,Serie A,1942.2666666666669,789,0.9629258177947464,82.39569074778198
Lucas Ocampos,FW,Genoa,Serie A,755.3,200,0.9834887371626344,79.30950000000004
Nicolás Spolli,Def,Genoa,Serie A,1832.983333333333,510,1.0225710106592614,89.54745098039226
Santiago Gentiletti,Def,Genoa,Serie A,1600.15,872,1.0453672852445974,83.15412844036713
Luca Rigoni,FW,Genoa,Serie A,4004.633333333333,1215,1.0103653809116968,83.33374485596728
Danilo Cataldi,Mid,Genoa,Serie A,964.1,563,1.005674731338228,86.0127886323269
Diego Laxalt,Mid,Genoa,Serie A,6178.966666666669,2081,0.9891734704710999,74.22988947621337
Olivier Ntcham,Mid,Genoa,Serie A,1049.0166666666667,480,0.9904298226772628,87.29375000000003
Nicola Ninkovic,FW,Genoa,Serie A,725.5333333333334,276,0.9584258344661668,74.09492753623188
Pedro Pereira,Mid,Genoa,Serie A,404.75,142,0.9567866830156436,75.81126760563376
Ervin Zukanovic,Def,Genoa,Serie A,2957.2833333333333,1283,1.0555970174341591,81.14707716289948
Raffaele Palladino,FW,Genoa,Serie A,1148.6333333333332,415,0.9975031054341964,76.81831325301202
Gianluca Lapadula,FW,Genoa,Serie A,1567.7,147,0.9612380746401368,84.92448979591835
Giovanni Simeone,FW,Genoa,Serie A,2647.616666666667,320,0.938892485452845,82.54406250000002
Goran Pandev,FW,Genoa,Serie A,2777.45,758,0.9802548662652284,81.01926121372036
Miguel Veloso,Mid,Genoa,Serie A,3649.85,1860,1.011483462309165,84.30075268817221
Davide Biraschi,Def,Genoa,Serie A,2329.133333333333,868,1.0101493194897917,79.49274193548412
Darko Lazovic,Mid,Genoa,Serie A,3836.0,1347,0.98390529199736,70.39806978470672
Stephane Omeonga,Mid,Genoa,Serie A,870.9166666666667,308,1.0239630449427386,84.3425324675325
Andrej Galabinov,FW,Genoa,Serie A,1151.1333333333334,242,0.904300560177536,84.53636363636365
Francesco Migliore,Mid,Genoa,Serie A,352.86666666666673,117,1.0120782080654849,76.84957264957264
Daniel Bessa,Mid,Genoa,Serie A,472.0166666666667,169,1.0060916783814329,85.86745562130177
Jawad El Yamiq,Def,Genoa,Serie A,381.75,147,1.0246573545806288,82.98775510204078
Jeison Murillo,Def,Inter,Serie A,2183.583333333333,967,1.0247262206522283,87.9998965873837
Geoffrey Kondogbia,Mid,Inter,Serie A,1761.2500000000002,978,1.0015449736933733,87.49263803680999
Rodrigo Palacio,FW,Inter,Serie A,471.3,125,0.9575519268185853,78.53359999999996
Danilo D'Ambrosio,Def,Inter,Serie A,6124.116666666668,2755,1.0261907378212705,80.92940108892944
Miranda,Def,Inter,Serie A,5932.266666666666,2885,1.028855033607402,86.85261698440209
Milan Skriniar,Def,Inter,Serie A,3624.133333333333,2076,1.0335576019101185,89.715751445087
Yuto Nagatomo,Def,Inter,Serie A,1900.9833333333331,665,1.0421168165147787,78.64270676691731
Borja Valero,Mid,Inter,Serie A,2687.2000000000007,1800,1.036854914816468,89.48000000000023
Matías Vecino,Mid,Inter,Serie A,2242.833333333333,1378,1.0260798729537004,88.19339622641532
Antonio Candreva,Mid,Inter,Serie A,5769.483333333334,2639,0.9986059832624924,73.31174687381606
João Mário,Mid,Inter,Serie A,2710.7833333333333,1423,1.0116869880525776,84.18826423049894
Ivan Perisic,Mid,Inter,Serie A,6396.8166666666675,2345,0.9726279606509052,74.53484008528788
Mauro Icardi,FW,Inter,Serie A,6308.733333333334,646,0.9498546259078632,80.1817337461301
Marcelo Brozovic,Mid,Inter,Serie A,3879.883333333333,2880,1.034731379594931,83.89187500000008
Roberto Gagliardini,Mid,Inter,Serie A,3732.7,2072,1.0221126290347746,86.88190154440163
Éder,FW,Inter,Serie A,2493.25,663,1.0397326401782396,81.23680241327303
Dalbert,Def,Inter,Serie A,576.8166666666667,262,1.0162883302382737,82.6236641221374
Yann Karamoh,Mid,Inter,Serie A,535.4166666666665,214,1.00343437360012,78.23598130841118
Davide Santon,Def,Inter,Serie A,1953.0166666666669,1015,1.0182404303093184,86.30748768472911
Andrea Ranocchia,Def,Inter,Serie A,1043.3333333333333,436,1.0353922971990055,88.60711009174308
João Cancelo,Def,Inter,Serie A,1976.05,1277,1.020063560853724,79.07133907595926
Gary Medel,Def,Inter,Serie A,2233.85,1280,1.0346629690956008,88.79703125000015
Cristian Ansaldi,Def,Inter,Serie A,1590.5500000000006,736,1.004296792527117,71.43220108695667
Éver Banega,Mid,Inter,Serie A,1642.0166666666669,1049,1.0304180800337464,82.7081982840802
Marco Andreolli,Def,Inter,Serie A,379.5166666666667,215,1.015150742233331,91.17674418604658
Rafinha,Mid,Inter,Serie A,1103.8833333333332,680,1.0430432559152176,87.13191176470606
Federico Bernardeschi,Mid,Juventus,Serie A,893.5666666666666,336,1.0450128234848226,80.88303571428577
Dani Alves,Def,Juventus,Serie A,1354.866666666667,1016,1.0650120957559326,80.68001968503941
Leonardo Bonucci,Def,Juventus,Serie A,2528.633333333333,1700,1.044019468014848,84.79670588235315
Andrea Barzagli,Def,Juventus,Serie A,3178.5333333333333,2057,1.03861374909718,89.58877005347613
Giorgio Chiellini,Def,Juventus,Serie A,3944.9833333333318,2696,1.0330919923996706,86.42058605341244
Alex Sandro,Def,Juventus,Serie A,4608.966666666667,2537,1.036923190501914,82.2222703981083
Miralem Pjanic,Mid,Juventus,Serie A,4779.166666666667,3163,1.0437615594409124,86.87176730951613
Sami Khedira,Mid,Juventus,Serie A,4616.616666666666,2105,1.0137214632578275,88.52403800475074
Paulo Dybala,FW,Juventus,Serie A,4672.1,2075,1.0316646044736508,84.83190361445794
Mario Mandzukic,FW,Juventus,Serie A,5050.183333333333,1333,0.9705495512999004,83.78792198049516
Gonzalo Higuaín,FW,Juventus,Serie A,6060.75,1283,1.0020794543035938,83.84746687451309
Juan Cuadrado,Mid,Juventus,Serie A,3554.883333333333,1765,1.0453693030297806,82.32719546742217
Claudio Marchisio,Mid,Juventus,Serie A,2184.866666666667,1381,1.0218014674526397,87.44902244750205
Medhi Benatia,Def,Juventus,Serie A,2982.183333333333,2003,1.0344940134882534,90.24697953070392
Kwadwo Asamoah,Def,Juventus,Serie A,3220.066666666666,1771,1.047118365554116,86.38695652173945
Stephan Lichtsteiner,Def,Juventus,Serie A,3689.166666666666,1791,1.0304139592804198,78.62489763632993
Tomás Rincón,Mid,Juventus,Serie A,349.79999999999984,220,1.036439573520508,88.59000000000002
Stefano Sturaro,Mid,Juventus,Serie A,1674.0666666666666,488,1.005734366111313,85.371106557377
Mario Lemina,Mid,Juventus,Serie A,978.35,468,1.018563681749059,89.36666666666679
Blaise Matuidi,Mid,Juventus,Serie A,2470.183333333333,1176,1.0416912608430784,90.03869047619065
Benedikt Höwedes,Def,Juventus,Serie A,260.48333333333335,199,1.0540572704450275,88.67386934673368
Patrice Evra,Def,Juventus,Serie A,229.65,165,1.046893865899875,86.8369696969697
Mattia De Sciglio,Def,Juventus,Serie A,1006.1166666666666,654,1.0417457540032158,86.59892966360864
Douglas Costa,FW,Juventus,Serie A,1897.716666666667,913,1.024912199188269,80.15005476451265
Hernanes,Mid,Juventus,Serie A,667.5833333333334,357,1.0301101838715077,88.64733893557425
Daniele Rugani,Def,Juventus,Serie A,3107.0999999999995,2003,1.024146173189724,90.67134298552179
Rodrigo Bentancur,Mid,Juventus,Serie A,642.9333333333333,401,1.0140123130066572,89.51870324189532
Marko Pjaca,Mid,Juventus,Serie A,506.06666666666666,134,0.9244512786717192,81.53283582089551
Martín Cáceres,Def,Lazio,Serie A,469.38333333333327,196,1.0092434829586274,85.94030612244894
Nani,FW,Lazio,Serie A,439.35,173,1.016571508146498,83.01734104046241
Keita,FW,Lazio,Serie A,2047.9833333333331,638,1.0153580266310531,79.80877742946713
Felipe Caicedo,FW,Lazio,Serie A,795.8833333333333,128,1.0039706587313793,86.37578124999999
Lucas Leiva,Mid,Lazio,Serie A,3041.8,1771,1.0399857953159677,86.81654432523987
Ciro Immobile,FW,Lazio,Serie A,6014.383333333334,1363,0.9656867444677828,84.1797505502568
Luis Alberto,FW,Lazio,Serie A,3175.483333333333,1598,1.0025498606471508,79.14737171464327
Stefan de Vrij,Def,Lazio,Serie A,5585.683333333333,2385,1.0364896662455692,88.18670859538817
Dusan Basta,Def,Lazio,Serie A,3061.4000000000005,1138,1.0187430591754851,77.54481546572947
Wesley Hoedt,Def,Lazio,Serie A,1984.4333333333332,1081,1.0340782147000822,85.79056429232216
